species,authors,dates,pages,dois,access dates,status,order,family,common_name
Aplonis atrifusca,BirdLife International,2024,e.T22710493A263854948,10.2305/IUCN.UK.2024-2.RLTS.T22710493A263854948.en,7 February 2025,LC,Passeriformes,Sturnidae,Samoan Starling
Aplonis brunneicapillus,BirdLife International,2017,e.T22710565A118683219,10.2305/IUCN.UK.2017-3.RLTS.T22710565A118683219.en,7 February 2025,VU,Passeriformes,Sturnidae,White-eyed Starling
Aplonis cantoroides,BirdLife International,2018,e.T22710525A131957945,10.2305/IUCN.UK.2018-2.RLTS.T22710525A131957945.en,7 February 2025,LC,Passeriformes,Sturnidae,Singing Starling
Aplonis cinerascens,BirdLife International,2023,e.T22710502A218364362,10.2305/IUCN.UK.2023-1.RLTS.T22710502A218364362.en,7 February 2025,NT,Passeriformes,Sturnidae,Rarotonga Starling
Aplonis circumscripta,BirdLife International,2020,e.T181772488A181773353,10.2305/IUCN.UK.2020-3.RLTS.T181772488A181773353.en,7 February 2025,NT,Passeriformes,Sturnidae,Purple-chinned Starling
Aplonis corvina,BirdLife International,2023,e.T22710496A238886213,10.2305/IUCN.UK.2023-1.RLTS.T22710496A238886213.en,7 February 2025,EX,Passeriformes,Sturnidae,Kosrae Starling
Aplonis crassa,BirdLife International,2018,e.T22710522A131957692,10.2305/IUCN.UK.2018-2.RLTS.T22710522A131957692.en,7 February 2025,NT,Passeriformes,Sturnidae,Tanimbar Starling
Aplonis dichroa,BirdLife International,2016,e.T22710540A94250663,10.2305/IUCN.UK.2016-3.RLTS.T22710540A94250663.en,7 February 2025,LC,Passeriformes,Sturnidae,Makira Starling
Aplonis feadensis,BirdLife International,2018,e.T22710531A131958202,10.2305/IUCN.UK.2018-2.RLTS.T22710531A131958202.en,7 February 2025,NT,Passeriformes,Sturnidae,Atoll Starling
Aplonis fusca,BirdLife International,2023,e.T22710511A238884608,10.2305/IUCN.UK.2023-1.RLTS.T22710511A238884608.en,7 February 2025,EX,Passeriformes,Sturnidae,Tasman Starling
Aplonis grandis,BirdLife International,2018,e.T22710537A131958507,10.2305/IUCN.UK.2018-2.RLTS.T22710537A131958507.en,7 February 2025,LC,Passeriformes,Sturnidae,Brown-winged Starling
Aplonis insularis,BirdLife International,2016,e.T22710534A94250329,10.2305/IUCN.UK.2016-3.RLTS.T22710534A94250329.en,7 February 2025,LC,Passeriformes,Sturnidae,Rennell Starling
Aplonis magna,BirdLife International,2016,e.T22710559A94251613,10.2305/IUCN.UK.2016-3.RLTS.T22710559A94251613.en,7 February 2025,LC,Passeriformes,Sturnidae,Long-tailed Starling
Aplonis mavornata,BirdLife International,2024,e.T22710499A246095386,10.2305/IUCN.UK.2024-2.RLTS.T22710499A246095386.en,7 February 2025,EX,Passeriformes,Sturnidae,Mysterious Starling
Aplonis metallica,BirdLife International,2020,e.T181767865A216246490,,7 February 2025,LC,Passeriformes,Sturnidae,Metallic Starling
Aplonis minor,BirdLife International,2024,e.T22710547A264245650,10.2305/IUCN.UK.2024-2.RLTS.T22710547A264245650.en,7 February 2025,LC,Passeriformes,Sturnidae,Short-tailed Starling
Aplonis mysolensis,BirdLife International,2018,e.T22710544A131958687,10.2305/IUCN.UK.2018-2.RLTS.T22710544A131958687.en,7 February 2025,LC,Passeriformes,Sturnidae,Moluccan Starling
Aplonis mystacea,BirdLife International,2023,e.T22710562A228670436,10.2305/IUCN.UK.2023-1.RLTS.T22710562A228670436.en,7 February 2025,LC,Passeriformes,Sturnidae,Yellow-eyed Starling
Aplonis opaca,BirdLife International,2024,e.T22710519A264245836,10.2305/IUCN.UK.2024-2.RLTS.T22710519A264245836.en,7 February 2025,LC,Passeriformes,Sturnidae,Micronesian Starling
Aplonis panayensis,BirdLife International,2024,e.T22710550A264176828,10.2305/IUCN.UK.2024-2.RLTS.T22710550A264176828.en,7 February 2025,LC,Passeriformes,Sturnidae,Asian Glossy Starling
Aplonis pelzelni,BirdLife International,2016,e.T22710490A94247819,10.2305/IUCN.UK.2016-3.RLTS.T22710490A94247819.en,7 February 2025,CR,Passeriformes,Sturnidae,Pohnpei Starling
Aplonis santovestris,BirdLife International,2017,e.T22710485A119060447,10.2305/IUCN.UK.2017-3.RLTS.T22710485A119060447.en,7 February 2025,EN,Passeriformes,Sturnidae,Mountain Starling
Aplonis striata,BirdLife International,2018,e.T22710508A131957524,10.2305/IUCN.UK.2018-2.RLTS.T22710508A131957524.en,7 February 2025,LC,Passeriformes,Sturnidae,Striated Starling
Aplonis tabuensis,BirdLife International,2018,e.T22710505A131957302,10.2305/IUCN.UK.2018-2.RLTS.T22710505A131957302.en,7 February 2025,LC,Passeriformes,Sturnidae,Polynesian Starling
Aplonis ulietensis,BirdLife International,2024,e.T22734867A246097401,10.2305/IUCN.UK.2024-2.RLTS.T22734867A246097401.en,7 February 2025,EX,Passeriformes,Sturnidae,Raiatea Starling
Aplonis zelandica,BirdLife International,2023,e.T22710482A221514785,10.2305/IUCN.UK.2023-1.RLTS.T22710482A221514785.en,7 February 2025,LC,Passeriformes,Sturnidae,Rusty-winged Starling
Aplopelia larvata,BirdLife International,2024,e.T22690384A264125555,10.2305/IUCN.UK.2024-2.RLTS.T22690384A264125555.en,7 February 2025,LC,Columbiformes,Columbidae,Lemon Dove
Aprositornis disjuncta,BirdLife International,2024,e.T22701820A263678591,10.2305/IUCN.UK.2024-2.RLTS.T22701820A263678591.en,7 February 2025,LC,Passeriformes,Thamnophilidae,Yapacana Antbird
Aprosmictus erythropterus,BirdLife International,2024,e.T22685069A263631506,10.2305/IUCN.UK.2024-2.RLTS.T22685069A263631506.en,7 February 2025,LC,Psittaciformes,Psittacidae,Red-winged Parrot
Aprosmictus jonquillaceus,BirdLife International,2024,e.T22685063A253070974,10.2305/IUCN.UK.2024-2.RLTS.T22685063A253070974.en,7 February 2025,NT,Psittaciformes,Psittacidae,Jonquil Parrot
Aptenodytes forsteri,BirdLife International,2020,e.T22697752A157658053,10.2305/IUCN.UK.2020-3.RLTS.T22697752A157658053.en,7 February 2025,NT,Sphenisciformes,Spheniscidae,Emperor Penguin
Aptenodytes patagonicus,BirdLife International,2020,e.T22697748A184637776,10.2305/IUCN.UK.2020-3.RLTS.T22697748A184637776.en,7 February 2025,LC,Sphenisciformes,Spheniscidae,King Penguin
Aptenorallus calayanensis,BirdLife International,2016,e.T22732059A95041689,10.2305/IUCN.UK.2016-3.RLTS.T22732059A95041689.en,7 February 2025,VU,Gruiformes,Rallidae,Calayan Rail
Apteryx australis,BirdLife International,2022,e.T22678122A214272214,10.2305/IUCN.UK.2022-2.RLTS.T22678122A214272214.en,7 February 2025,VU,Struthioniformes,Apterygidae,Southern Brown Kiwi
Apteryx haastii,BirdLife International,2022,e.T22678132A214091794,10.2305/IUCN.UK.2022-2.RLTS.T22678132A214091794.en,7 February 2025,VU,Struthioniformes,Apterygidae,Great Spotted Kiwi
Apteryx mantelli,BirdLife International,2017,e.T45353580A119177586,10.2305/IUCN.UK.2017-3.RLTS.T45353580A119177586.en,7 February 2025,VU,Struthioniformes,Apterygidae,North Island Brown Kiwi
Apteryx owenii,BirdLife International,2022,e.T22678129A214096691,10.2305/IUCN.UK.2022-2.RLTS.T22678129A214096691.en,7 February 2025,NT,Struthioniformes,Apterygidae,Little Spotted Kiwi
Apteryx rowi,BirdLife International,2021,e.T22732871A180757495,10.2305/IUCN.UK.2021-3.RLTS.T22732871A180757495.en,7 February 2025,VU,Struthioniformes,Apterygidae,Okarito Kiwi
Apus acuticauda,BirdLife International,2024,e.T22686853A218292686,10.2305/IUCN.UK.2024-2.RLTS.T22686853A218292686.en,7 February 2025,NT,Caprimulgiformes,Apodidae,Dark-rumped Swift
Apus affinis,BirdLife International,2016,e.T22686856A89562931,10.2305/IUCN.UK.2016-3.RLTS.T22686856A89562931.en,7 February 2025,LC,Caprimulgiformes,Apodidae,Little Swift
Apus alexandri,BirdLife International,2024,e.T22686795A263640248,10.2305/IUCN.UK.2024-2.RLTS.T22686795A263640248.en,7 February 2025,LC,Caprimulgiformes,Apodidae,Cape Verde Swift
Apus apus,BirdLife International,2016,e.T22686800A86111691,10.2305/IUCN.UK.2016-3.RLTS.T22686800A86111691.en,7 February 2025,LC,Caprimulgiformes,Apodidae,Common Swift
Apus balstoni,BirdLife International,2018,e.T22686839A130111276,10.2305/IUCN.UK.2018-2.RLTS.T22686839A130111276.en,7 February 2025,LC,Caprimulgiformes,Apodidae,Madagascar Swift
Apus barbatus,BirdLife International,2018,e.T22686819A130110767,10.2305/IUCN.UK.2018-2.RLTS.T22686819A130110767.en,7 February 2025,LC,Caprimulgiformes,Apodidae,African Swift
Apus batesi,BirdLife International,2018,e.T22686887A130111635,10.2305/IUCN.UK.2018-2.RLTS.T22686887A130111635.en,7 February 2025,LC,Caprimulgiformes,Apodidae,Bates's Swift
Apus berliozi,BirdLife International,2024,e.T22686831A263665421,10.2305/IUCN.UK.2024-2.RLTS.T22686831A263665421.en,7 February 2025,LC,Caprimulgiformes,Apodidae,Forbes-Watson's Swift
Apus bradfieldi,BirdLife International,2024,e.T22686835A263661950,10.2305/IUCN.UK.2024-2.RLTS.T22686835A263661950.en,7 February 2025,LC,Caprimulgiformes,Apodidae,Bradfield's Swift
Apus caffer,BirdLife International,2018,e.T22686882A131921201,10.2305/IUCN.UK.2018-2.RLTS.T22686882A131921201.en,7 February 2025,LC,Caprimulgiformes,Apodidae,White-rumped Swift
Apus horus,BirdLife International,2024,e.T22724997A263632984,10.2305/IUCN.UK.2024-2.RLTS.T22724997A263632984.en,7 February 2025,LC,Caprimulgiformes,Apodidae,Horus Swift
Apus niansae,BirdLife International,2024,e.T22686811A263639304,10.2305/IUCN.UK.2024-2.RLTS.T22686811A263639304.en,7 February 2025,LC,Caprimulgiformes,Apodidae,Nyanza Swift
Apus nipalensis,BirdLife International,2024,e.T22686861A263671233,10.2305/IUCN.UK.2024-2.RLTS.T22686861A263671233.en,7 February 2025,LC,Caprimulgiformes,Apodidae,House Swift
Apus pacificus,BirdLife International,2024,e.T22686845A263660872,10.2305/IUCN.UK.2024-2.RLTS.T22686845A263660872.en,7 February 2025,LC,Caprimulgiformes,Apodidae,Pacific Swift
Apus pallidus,BirdLife International,2019,e.T22686815A155463151,10.2305/IUCN.UK.2018-2.RLTS.T22686815A155463151.en,7 February 2025,LC,Caprimulgiformes,Apodidae,Pallid Swift
Apus sladeniae,BirdLife International,2023,e.T22686825A224167642,10.2305/IUCN.UK.2023-1.RLTS.T22686825A224167642.en,7 February 2025,DD,Caprimulgiformes,Apodidae,Fernando Po Swift
Apus unicolor,BirdLife International,2017,e.T22686806A119263428,10.2305/IUCN.UK.2017-3.RLTS.T22686806A119263428.en,7 February 2025,LC,Caprimulgiformes,Apodidae,Plain Swift
Aquila adalberti,BirdLife International,2021,e.T22696042A205085721,10.2305/IUCN.UK.2021-3.RLTS.T22696042A205085721.en,7 February 2025,VU,Accipitriformes,Accipitridae,Spanish Imperial Eagle
Aquila africana,BirdLife International,2017,e.T22696138A111714549,10.2305/IUCN.UK.2017-1.RLTS.T22696138A111714549.en,7 February 2025,LC,Accipitriformes,Accipitridae,Cassin's Hawk-eagle
Aquila audax,BirdLife International,2016,e.T22696064A93542539,10.2305/IUCN.UK.2016-3.RLTS.T22696064A93542539.en,7 February 2025,LC,Accipitriformes,Accipitridae,Wedge-tailed Eagle
Aquila chrysaetos,BirdLife International,2021,e.T22696060A202078899,10.2305/IUCN.UK.2021-3.RLTS.T22696060A202078899.en,7 February 2025,LC,Accipitriformes,Accipitridae,Golden Eagle
Aquila fasciata,BirdLife International,2019,e.T22696076A155464015,10.2305/IUCN.UK.2019-3.RLTS.T22696076A155464015.en,7 February 2025,LC,Accipitriformes,Accipitridae,Bonelli's Eagle
Aquila gurneyi,BirdLife International,2021,e.T22696056A157456056,10.2305/IUCN.UK.2021-3.RLTS.T22696056A157456056.en,7 February 2025,NT,Accipitriformes,Accipitridae,Gurney's Eagle
Aquila heliaca,BirdLife International,2019,e.T22696048A155464885,10.2305/IUCN.UK.2019-3.RLTS.T22696048A155464885.en,7 February 2025,VU,Accipitriformes,Accipitridae,Eastern Imperial Eagle
Aquila nipalensis,BirdLife International,2021,e.T22696038A205452572,10.2305/IUCN.UK.2021-3.RLTS.T22696038A205452572.en,7 February 2025,EN,Accipitriformes,Accipitridae,Steppe Eagle
Aquila rapax,BirdLife International,2021,e.T22696033A203852137,10.2305/IUCN.UK.2021-3.RLTS.T22696033A203852137.en,7 February 2025,VU,Accipitriformes,Accipitridae,Tawny Eagle
Aquila spilogaster,BirdLife International,2016,e.T22696084A93543538,10.2305/IUCN.UK.2016-3.RLTS.T22696084A93543538.en,7 February 2025,LC,Accipitriformes,Accipitridae,African Hawk-eagle
Aquila verreauxii,BirdLife International,2024,e.T22696067A263672211,10.2305/IUCN.UK.2024-2.RLTS.T22696067A263672211.en,7 February 2025,LC,Accipitriformes,Accipitridae,Verreaux's Eagle
Ara ambiguus,BirdLife International,2020,e.T22685553A172908289,10.2305/IUCN.UK.2020-3.RLTS.T22685553A172908289.en,7 February 2025,CR,Psittaciformes,Psittacidae,Great Green Macaw
Ara ararauna,BirdLife International,2018,e.T22685539A131917270,10.2305/IUCN.UK.2018-2.RLTS.T22685539A131917270.en,7 February 2025,LC,Psittaciformes,Psittacidae,Blue-and-yellow Macaw
Ara chloropterus,BirdLife International,2021,e.T22685566A163776409,10.2305/IUCN.UK.2021-3.RLTS.T22685566A163776409.en,7 February 2025,LC,Psittaciformes,Psittacidae,Red-and-green Macaw
Arachnothera affinis,BirdLife International,2024,e.T103792496A264321601,10.2305/IUCN.UK.2024-2.RLTS.T103792496A264321601.en,7 February 2025,LC,Passeriformes,Nectariniidae,Streaky-breasted Spiderhunter
Arachnothera chrysogenys,BirdLife International,2016,e.T22718115A94568017,10.2305/IUCN.UK.2016-3.RLTS.T22718115A94568017.en,7 February 2025,LC,Passeriformes,Nectariniidae,Yellow-eared Spiderhunter
Arachnothera clarae,BirdLife International,2018,e.T22718118A131982953,10.2305/IUCN.UK.2018-2.RLTS.T22718118A131982953.en,7 February 2025,LC,Passeriformes,Nectariniidae,Naked-faced Spiderhunter
Arachnothera crassirostris,BirdLife International,2024,e.T22718106A264373401,10.2305/IUCN.UK.2024-2.RLTS.T22718106A264373401.en,7 February 2025,LC,Passeriformes,Nectariniidae,Thick-billed Spiderhunter
Arachnothera dilutior,BirdLife International,2024,e.T103778680A264368591,10.2305/IUCN.UK.2024-2.RLTS.T103778680A264368591.en,7 February 2025,LC,Passeriformes,Nectariniidae,Palawan Spiderhunter
Arachnothera flammifera,BirdLife International,2018,e.T103778923A132044412,10.2305/IUCN.UK.2018-2.RLTS.T103778923A132044412.en,7 February 2025,LC,Passeriformes,Nectariniidae,Orange-tufted Spiderhunter
Arachnothera flavigaster,BirdLife International,2024,e.T22718112A263936175,10.2305/IUCN.UK.2024-2.RLTS.T22718112A263936175.en,7 February 2025,LC,Passeriformes,Nectariniidae,Spectacled Spiderhunter
Arachnothera juliae,BirdLife International,2024,e.T22718131A264360711,10.2305/IUCN.UK.2024-2.RLTS.T22718131A264360711.en,7 February 2025,LC,Passeriformes,Nectariniidae,Whitehead's Spiderhunter
Arachnothera longirostra,BirdLife International,2016,e.T103778625A94567188,10.2305/IUCN.UK.2016-3.RLTS.T103778625A94567188.en,7 February 2025,LC,Passeriformes,Nectariniidae,Little Spiderhunter
Arachnothera magna,BirdLife International,2024,e.T22718128A264363551,10.2305/IUCN.UK.2024-2.RLTS.T22718128A264363551.en,7 February 2025,LC,Passeriformes,Nectariniidae,Streaked Spiderhunter
Arachnothera modesta,BirdLife International,2016,e.T103792501A104296539,10.2305/IUCN.UK.2016-3.RLTS.T103792501A104296539.en,7 February 2025,LC,Passeriformes,Nectariniidae,Grey-breasted Spiderhunter
Arachnothera robusta,BirdLife International,2024,e.T22718109A264374183,10.2305/IUCN.UK.2024-2.RLTS.T22718109A264374183.en,7 February 2025,LC,Passeriformes,Nectariniidae,Long-billed Spiderhunter
Ara glaucogularis,BirdLife International,2021,e.T22685542A196624397,10.2305/IUCN.UK.2021-3.RLTS.T22685542A196624397.en,7 February 2025,CR,Psittaciformes,Psittacidae,Blue-throated Macaw
Ara macao,BirdLife International,2022,e.T22685563A163778999,10.2305/IUCN.UK.2022-2.RLTS.T22685563A163778999.en,7 February 2025,LC,Psittaciformes,Psittacidae,Scarlet Macaw
Aramides albiventris,BirdLife International,2021,e.T154837304A166805579,10.2305/IUCN.UK.2021-3.RLTS.T154837304A166805579.en,7 February 2025,LC,Gruiformes,Rallidae,Russet-naped Wood-rail
Aramides axillaris,BirdLife International,2021,e.T22692565A152222888,10.2305/IUCN.UK.2021-3.RLTS.T22692565A152222888.en,7 February 2025,LC,Gruiformes,Rallidae,Rufous-necked Wood-rail
Aramides cajaneus,BirdLife International,2021,e.T154837348A166806196,10.2305/IUCN.UK.2021-3.RLTS.T154837348A166806196.en,7 February 2025,LC,Gruiformes,Rallidae,Grey-cowled Wood-rail
Aramides calopterus,BirdLife International,2024,e.T22692596A264981372,10.2305/IUCN.UK.2024-2.RLTS.T22692596A264981372.en,7 February 2025,LC,Gruiformes,Rallidae,Red-winged Wood-rail
Aramides mangle,BirdLife International,2024,e.T22692560A265006720,10.2305/IUCN.UK.2024-2.RLTS.T22692560A265006720.en,7 February 2025,LC,Gruiformes,Rallidae,Little Wood-rail
Aramides saracura,BirdLife International,2016,e.T22692591A93360317,10.2305/IUCN.UK.2016-3.RLTS.T22692591A93360317.en,7 February 2025,LC,Gruiformes,Rallidae,Slaty-breasted Wood-rail
Aramides wolfi,BirdLife International,2016,e.T22692581A93359785,10.2305/IUCN.UK.2016-3.RLTS.T22692581A93359785.en,7 February 2025,VU,Gruiformes,Rallidae,Brown Wood-rail
Aramides ypecaha,BirdLife International,2024,e.T22692586A264983468,10.2305/IUCN.UK.2024-2.RLTS.T22692586A264983468.en,7 February 2025,LC,Gruiformes,Rallidae,Giant Wood-rail
Aramidopsis plateni,BirdLife International,2016,e.T22692552A93358553,10.2305/IUCN.UK.2016-3.RLTS.T22692552A93358553.en,7 February 2025,VU,Gruiformes,Rallidae,Snoring Rail
Ara militaris,BirdLife International,2020,e.T22685548A179407584,10.2305/IUCN.UK.2020-3.RLTS.T22685548A179407584.en,7 February 2025,VU,Psittaciformes,Psittacidae,Military Macaw
Aramus guarauna,BirdLife International,2016,e.T22692174A93339530,10.2305/IUCN.UK.2016-3.RLTS.T22692174A93339530.en,7 February 2025,LC,Gruiformes,Aramidae,Limpkin
Ara rubrogenys,BirdLife International,2021,e.T22685572A196567391,10.2305/IUCN.UK.2021-3.RLTS.T22685572A196567391.en,7 February 2025,CR,Psittaciformes,Psittacidae,Red-fronted Macaw
Ara severus,BirdLife International,2018,e.T22685577A130103061,10.2305/IUCN.UK.2018-2.RLTS.T22685577A130103061.en,7 February 2025,LC,Psittaciformes,Psittacidae,Chestnut-fronted Macaw
Aratinga auricapillus,BirdLife International,2022,e.T22685710A209378080,10.2305/IUCN.UK.2022-1.RLTS.T22685710A209378080.en,7 February 2025,LC,Psittaciformes,Psittacidae,Golden-capped Parakeet
Aratinga jandaya,BirdLife International,2016,e.T22685707A93083946,10.2305/IUCN.UK.2016-3.RLTS.T22685707A93083946.en,7 February 2025,LC,Psittaciformes,Psittacidae,Jandaya Parakeet
Aratinga maculata,BirdLife International,2016,e.T22735551A95114477,10.2305/IUCN.UK.2016-3.RLTS.T22735551A95114477.en,7 February 2025,LC,Psittaciformes,Psittacidae,Sulphur-breasted Parakeet
Aratinga nenday,BirdLife International,2018,e.T22685752A131917909,10.2305/IUCN.UK.2018-2.RLTS.T22685752A131917909.en,7 February 2025,LC,Psittaciformes,Psittacidae,Nanday Parakeet
Aratinga solstitialis,BirdLife International,2022,e.T62233372A209605460,10.2305/IUCN.UK.2022-1.RLTS.T62233372A209605460.en,7 February 2025,EN,Psittaciformes,Psittacidae,Sun Parakeet
Aratinga weddellii,BirdLife International,2024,e.T22685732A264014576,10.2305/IUCN.UK.2024-2.RLTS.T22685732A264014576.en,7 February 2025,LC,Psittaciformes,Psittacidae,Dusky-headed Parakeet
Ara tricolor,BirdLife International,2021,e.T22724513A194916284,10.2305/IUCN.UK.2021-3.RLTS.T22724513A194916284.en,7 February 2025,EX,Psittaciformes,Psittacidae,Cuban Macaw
Arborophila ardens,BirdLife International,2024,e.T22679063A249693124,10.2305/IUCN.UK.2024-2.RLTS.T22679063A249693124.en,7 February 2025,VU,Galliformes,Phasianidae,Hainan Partridge
Arborophila atrogularis,BirdLife International,2023,e.T22679023A218986253,10.2305/IUCN.UK.2023-1.RLTS.T22679023A218986253.en,7 February 2025,LC,Galliformes,Phasianidae,White-cheeked Partridge
Arborophila brunneopectus,BirdLife International,2016,e.T22679032A92799833,10.2305/IUCN.UK.2016-3.RLTS.T22679032A92799833.en,7 February 2025,LC,Galliformes,Phasianidae,Bar-backed Partridge
Arborophila cambodiana,BirdLife International,2016,e.T22679057A92801643,10.2305/IUCN.UK.2016-3.RLTS.T22679057A92801643.en,7 February 2025,LC,Galliformes,Phasianidae,Chestnut-headed Partridge
Arborophila campbelli,BirdLife International,2024,e.T22734742A264109382,10.2305/IUCN.UK.2024-2.RLTS.T22734742A264109382.en,7 February 2025,LC,Galliformes,Phasianidae,Malay Partridge
